name,type,variable_description,variable,value,annotation,year,date,geography_id,change_rate
"Maish Vaya CDP, Arizona",place,Median Household Income,B19013_001E,24861.0,,2011,2011-12-31,1600000US0443920,
"Mammoth town, Arizona",place,Median Household Income,B19013_001E,40625.0,,2011,2011-12-31,1600000US0443990,
"Many Farms CDP, Arizona",place,Median Household Income,B19013_001E,39554.0,,2011,2011-12-31,1600000US0444200,
"Marana town, Arizona",place,Median Household Income,B19013_001E,70705.0,,2011,2011-12-31,1600000US0444270,
"Maricopa city, Arizona",place,Median Household Income,B19013_001E,65556.0,,2011,2011-12-31,1600000US0444410,
"Maricopa Colony CDP, Arizona",place,Median Household Income,B19013_001E,13625.0,,2011,2011-12-31,1600000US0444450,
"Martinez Lake CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2011,2011-12-31,1600000US0444830,
"Mayer CDP, Arizona",place,Median Household Income,B19013_001E,22583.0,,2011,2011-12-31,1600000US0445180,
"Mead Ranch CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2011,2011-12-31,1600000US0445275,
"Meadview CDP, Arizona",place,Median Household Income,B19013_001E,38558.0,,2011,2011-12-31,1600000US0445285,
"Mesa city, Arizona",place,Median Household Income,B19013_001E,49872.0,,2011,2011-12-31,1600000US0446000,
"Mesa del Caballo CDP, Arizona",place,Median Household Income,B19013_001E,28583.0,,2011,2011-12-31,1600000US0446005,
"Mescal CDP, Arizona",place,Median Household Income,B19013_001E,45840.0,,2011,2011-12-31,1600000US0446070,
"Mesquite Creek CDP, Arizona",place,Median Household Income,B19013_001E,43036.0,,2011,2011-12-31,1600000US0446087,
"Miami town, Arizona",place,Median Household Income,B19013_001E,33906.0,,2011,2011-12-31,1600000US0446350,
"Miracle Valley CDP, Arizona",place,Median Household Income,B19013_001E,28558.0,,2011,2011-12-31,1600000US0446840,
"Moccasin CDP, Arizona",place,Median Household Income,B19013_001E,19063.0,,2011,2011-12-31,1600000US0447190,
"Moenkopi CDP, Arizona",place,Median Household Income,B19013_001E,40833.0,,2011,2011-12-31,1600000US0447330,
"Mohave Valley CDP, Arizona",place,Median Household Income,B19013_001E,54250.0,,2011,2011-12-31,1600000US0447400,
"Mojave Ranch Estates CDP, Arizona",place,Median Household Income,B19013_001E,44167.0,,2011,2011-12-31,1600000US0447495,
"Morenci CDP, Arizona",place,Median Household Income,B19013_001E,60431.0,,2011,2011-12-31,1600000US0447610,
"Morristown CDP, Arizona",place,Median Household Income,B19013_001E,35625.0,,2011,2011-12-31,1600000US0447750,
"Mountainaire CDP, Arizona",place,Median Household Income,B19013_001E,66337.0,,2011,2011-12-31,1600000US0447820,
"Munds Park CDP, Arizona",place,Median Household Income,B19013_001E,65660.0,,2011,2011-12-31,1600000US0448170,
"Naco CDP, Arizona",place,Median Household Income,B19013_001E,40234.0,,2011,2011-12-31,1600000US0448310,
"Nazlini CDP, Arizona",place,Median Household Income,B19013_001E,14464.0,,2011,2011-12-31,1600000US0449010,
"Nelson CDP, Arizona",place,Median Household Income,B19013_001E,39650.0,,2011,2011-12-31,1600000US0449100,
"New Kingman-Butler CDP, Arizona",place,Median Household Income,B19013_001E,27706.0,,2011,2011-12-31,1600000US0449270,
"New River CDP, Arizona",place,Median Household Income,B19013_001E,95202.0,,2011,2011-12-31,1600000US0449360,
"Nogales city, Arizona",place,Median Household Income,B19013_001E,28843.0,,2011,2011-12-31,1600000US0449640,
"Nolic CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2011,2011-12-31,1600000US0449710,
"North Fork CDP, Arizona",place,Median Household Income,B19013_001E,44412.0,,2011,2011-12-31,1600000US0450000,
"Nutrioso CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2011,2011-12-31,1600000US0450340,
"Oak Springs CDP, Arizona",place,Median Household Income,B19013_001E,40000.0,,2011,2011-12-31,1600000US0450480,
"Oatman CDP, Arizona",place,Median Household Income,B19013_001E,2499.0,,2011,2011-12-31,1600000US0450620,
"Oljato-Monument Valley CDP, Arizona",place,Median Household Income,B19013_001E,16667.0,,2011,2011-12-31,1600000US0451142,
"Oracle CDP, Arizona",place,Median Household Income,B19013_001E,51715.0,,2011,2011-12-31,1600000US0451180,
"Orange Grove Mobile Manor CDP, Arizona",place,Median Household Income,B19013_001E,29008.0,,2011,2011-12-31,1600000US0451465,
"Oro Valley town, Arizona",place,Median Household Income,B19013_001E,71561.0,,2011,2011-12-31,1600000US0451600,
"Oxbow Estates CDP, Arizona",place,Median Household Income,B19013_001E,26000.0,,2011,2011-12-31,1600000US0451775,
"Padre Ranchitos CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2011,2011-12-31,1600000US0451800,
"Page city, Arizona",place,Median Household Income,B19013_001E,57406.0,,2011,2011-12-31,1600000US0451810,
"Palominas CDP, Arizona",place,Median Household Income,B19013_001E,31364.0,,2011,2011-12-31,1600000US0452230,
"Paradise Valley town, Arizona",place,Median Household Income,B19013_001E,131580.0,,2011,2011-12-31,1600000US0452930,
"Parker town, Arizona",place,Median Household Income,B19013_001E,43011.0,,2011,2011-12-31,1600000US0453070,
"Parker Strip CDP, Arizona",place,Median Household Income,B19013_001E,30208.0,,2011,2011-12-31,1600000US0453210,
"Parks CDP, Arizona",place,Median Household Income,B19013_001E,56786.0,,2011,2011-12-31,1600000US0453350,
"Patagonia town, Arizona",place,Median Household Income,B19013_001E,35625.0,,2011,2011-12-31,1600000US0453490,
"Paulden CDP, Arizona",place,Median Household Income,B19013_001E,43844.0,,2011,2011-12-31,1600000US0453560,
"Payson town, Arizona",place,Median Household Income,B19013_001E,43741.0,,2011,2011-12-31,1600000US0453700,
"Peach Springs CDP, Arizona",place,Median Household Income,B19013_001E,45385.0,,2011,2011-12-31,1600000US0453770,
"Peeples Valley CDP, Arizona",place,Median Household Income,B19013_001E,32973.0,,2011,2011-12-31,1600000US0453910,
"Peoria city, Arizona",place,Median Household Income,B19013_001E,64270.0,,2011,2011-12-31,1600000US0454050,
"Peridot CDP, Arizona",place,Median Household Income,B19013_001E,25862.0,,2011,2011-12-31,1600000US0454190,
"Phoenix city, Arizona",place,Median Household Income,B19013_001E,48596.0,,2011,2011-12-31,1600000US0455000,
"Picacho CDP, Arizona",place,Median Household Income,B19013_001E,15938.0,,2011,2011-12-31,1600000US0455210,
"Picture Rocks CDP, Arizona",place,Median Household Income,B19013_001E,50438.0,,2011,2011-12-31,1600000US0455300,
"Pima town, Arizona",place,Median Household Income,B19013_001E,49167.0,,2011,2011-12-31,1600000US0455560,
"Pimaco Two CDP, Arizona",place,Median Household Income,B19013_001E,31538.0,,2011,2011-12-31,1600000US0455575,
"Pinal CDP, Arizona",place,Median Household Income,B19013_001E,21801.0,,2011,2011-12-31,1600000US0455630,
"Pine CDP, Arizona",place,Median Household Income,B19013_001E,48566.0,,2011,2011-12-31,1600000US0455700,
"Pinedale CDP, Arizona",place,Median Household Income,B19013_001E,22788.0,,2011,2011-12-31,1600000US0455840,
"Pine Lake CDP, Arizona",place,Median Household Income,B19013_001E,38542.0,,2011,2011-12-31,1600000US0455845,
"Pinetop Country Club CDP, Arizona",place,Median Household Income,B19013_001E,50547.0,,2011,2011-12-31,1600000US0455880,
"Pinetop-Lakeside town, Arizona",place,Median Household Income,B19013_001E,54861.0,,2011,2011-12-31,1600000US0455980,
"Pinion Pines CDP, Arizona",place,Median Household Income,B19013_001E,77455.0,,2011,2011-12-31,1600000US0455983,
"Pinon CDP, Arizona",place,Median Household Income,B19013_001E,36912.0,,2011,2011-12-31,1600000US0456120,
"Pirtleville CDP, Arizona",place,Median Household Income,B19013_001E,30505.0,,2011,2011-12-31,1600000US0456400,
"Pisinemo CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2011,2011-12-31,1600000US0456470,
"Poston CDP, Arizona",place,Median Household Income,B19013_001E,18542.0,,2011,2011-12-31,1600000US0457170,
"Prescott city, Arizona",place,Median Household Income,B19013_001E,43867.0,,2011,2011-12-31,1600000US0457380,
"Prescott Valley town, Arizona",place,Median Household Income,B19013_001E,44086.0,,2011,2011-12-31,1600000US0457450,
"Quartzsite town, Arizona",place,Median Household Income,B19013_001E,32857.0,,2011,2011-12-31,1600000US0458010,
"Queen Creek town, Arizona",place,Median Household Income,B19013_001E,83601.0,,2011,2011-12-31,1600000US0458150,
"Queen Valley CDP, Arizona",place,Median Household Income,B19013_001E,35865.0,,2011,2011-12-31,1600000US0458290,
"Rainbow City CDP, Arizona",place,Median Household Income,B19013_001E,22407.0,,2011,2011-12-31,1600000US0458620,
"Rancho Mesa Verde CDP, Arizona",place,Median Household Income,B19013_001E,21349.0,,2011,2011-12-31,1600000US0458870,
"Red Mesa CDP, Arizona",place,Median Household Income,B19013_001E,40313.0,,2011,2011-12-31,1600000US0459550,
"Red Rock CDP (Apache County), Arizona",place,Median Household Income,B19013_001E,20673.0,,2011,2011-12-31,1600000US0459690,
"Red Rock CDP (Pinal County), Arizona",place,Median Household Income,B19013_001E,58750.0,,2011,2011-12-31,1600000US0459760,
"Rillito CDP, Arizona",place,Median Household Income,B19013_001E,8977.0,,2011,2011-12-31,1600000US0459900,
"Rincon Valley CDP, Arizona",place,Median Household Income,B19013_001E,81827.0,,2011,2011-12-31,1600000US0460120,
"Rio Rico CDP, Arizona",place,Median Household Income,B19013_001E,46294.0,,2011,2011-12-31,1600000US0460180,
"Rio Verde CDP, Arizona",place,Median Household Income,B19013_001E,103750.0,,2011,2011-12-31,1600000US0460250,
"Rock House CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2011,2011-12-31,1600000US0460770,
"Rock Point CDP, Arizona",place,Median Household Income,B19013_001E,26429.0,,2011,2011-12-31,1600000US0460880,
"Roosevelt CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2011,2011-12-31,1600000US0461300,
"Rough Rock CDP, Arizona",place,Median Household Income,B19013_001E,30417.0,,2011,2011-12-31,1600000US0461370,
"Round Rock CDP, Arizona",place,Median Household Income,B19013_001E,30764.0,,2011,2011-12-31,1600000US0461440,
"Round Valley CDP, Arizona",place,Median Household Income,B19013_001E,54025.0,,2011,2011-12-31,1600000US0461448,
"Rye CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2011,2011-12-31,1600000US0461690,
"Sacate Village CDP, Arizona",place,Median Household Income,B19013_001E,22604.0,,2011,2011-12-31,1600000US0461715,
"Sacaton CDP, Arizona",place,Median Household Income,B19013_001E,30231.0,,2011,2011-12-31,1600000US0461720,
"Sacaton Flats Village CDP, Arizona",place,Median Household Income,B19013_001E,20590.0,,2011,2011-12-31,1600000US0461800,
"Saddlebrooke CDP, Arizona",place,Median Household Income,B19013_001E,68412.0,,2011,2011-12-31,1600000US0461940,
"Safford city, Arizona",place,Median Household Income,B19013_001E,44246.0,,2011,2011-12-31,1600000US0462000,
"Sahuarita town, Arizona",place,Median Household Income,B19013_001E,72781.0,,2011,2011-12-31,1600000US0462140,
"St. David CDP, Arizona",place,Median Household Income,B19013_001E,26304.0,,2011,2011-12-31,1600000US0462280,
"St. Johns city, Arizona",place,Median Household Income,B19013_001E,40547.0,,2011,2011-12-31,1600000US0462350,
"St. Johns CDP, Arizona",place,Median Household Income,B19013_001E,23214.0,,2011,2011-12-31,1600000US0462362,
"St. Michaels CDP, Arizona",place,Median Household Income,B19013_001E,29618.0,,2011,2011-12-31,1600000US0462420,
"Salome CDP, Arizona",place,Median Household Income,B19013_001E,26424.0,,2011,2011-12-31,1600000US0462700,
"San Carlos CDP, Arizona",place,Median Household Income,B19013_001E,22431.0,,2011,2011-12-31,1600000US0462910,
"Sanders CDP, Arizona",place,Median Household Income,B19013_001E,23816.0,,2011,2011-12-31,1600000US0463050,
"San Jose CDP, Arizona",place,Median Household Income,B19013_001E,41719.0,,2011,2011-12-31,1600000US0463260,
"San Luis city, Arizona",place,Median Household Income,B19013_001E,28548.0,,2011,2011-12-31,1600000US0463470,
"San Manuel CDP, Arizona",place,Median Household Income,B19013_001E,38622.0,,2011,2011-12-31,1600000US0463540,
"San Miguel CDP, Arizona",place,Median Household Income,B19013_001E,25500.0,,2011,2011-12-31,1600000US0463610,
"San Simon CDP, Arizona",place,Median Household Income,B19013_001E,19306.0,,2011,2011-12-31,1600000US0463820,
"Santa Cruz CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2011,2011-12-31,1600000US0463960,
